Unnamed: 0,Tag,SMILES,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference
3366,3367,Cc1ccc(-n2c(-c3ccccc3N)nc3c4ccccc4c4ccccc4c32)cc1,Cc1ccccc1,311.0,396.0,,0.173,,,,,,399.49574,DOI:10.1039/c2jm33891b
3367,3368,Cc1ccc(-n2c(-c3ccccc3[NH-])[nH+]c3c4ccccc4c4ccccc4c32)cc1,Cc1ccccc1,363.0,,,,,,,,,399.49574,DOI:10.1039/c2jm33891b
3368,3369,Cc1ccc(-n2c(-c3ccccc3NS(=O)(=O)c3ccc(C)cc3)nc3c4ccccc4c4ccccc4c32)cc1,Cc1ccccc1,344.0,365.0,,0.007,,,,,,553.68438,DOI:10.1039/c2jm33891b
3369,3370,Cc1ccc(-n2c(-c3ccccc3[N-]S(=O)(=O)c3ccc(C)cc3)[nH+]c3c4ccccc4c4ccccc4c32)cc1,Cc1ccccc1,361.0,506.0,,0.468,,,,,,553.68438,DOI:10.1039/c2jm33891b
3370,3371,Cc1ccc(-n2c(-c3cccc4cc[nH]c34)nc3c4ccccc4c4ccccc4c32)cc1,Cc1ccccc1,354.0,377.0,,0.17,,,,,,423.51774,DOI:10.1039/c2jm33891b
3371,3372,Cc1ccc(-n2c(-c3cccc4cc[n-]c34)[nH+]c3c4ccccc4c4ccccc4c32)cc1,Cc1ccccc1,373.0,566.0,,0.015,,,,,,423.51774,DOI:10.1039/c2jm33891b
3372,3373,O=C1CCCC2=C1C(c1ccccc1)c1c(c3ccccc3oc1=O)N2,CS(C)=O,368.0,440.0,,0.41,4.146128036,,,,,343.38098,DOI: 10.1039/c6ra05996a
3373,3374,O=C1CCCC2=C1C(c1ccc([N+](=O)[O-])cc1)c1c(c3ccccc3oc1=O)N2,CS(C)=O,373.0,441.0,,0.014,4.271841607,,,,,388.37804,DOI: 10.1039/c6ra05996a
3374,3375,COc1ccc(C2C3=C(CCCC3=O)Nc3c2c(=O)oc2ccccc32)cc1,CS(C)=O,361.0,441.0,,0.26,4.318063335,,,,,373.40686,DOI: 10.1039/c6ra05996a
3375,3376,O=C1CCCC2=C1C(c1cccc(Cl)c1)c1c(c3ccccc3oc1=O)N2,CS(C)=O,373.0,443.0,,0.6,4.181843588,,,,,377.82604,DOI: 10.1039/c6ra05996a
3376,3377,Cc1ccc(C2C3=C(CCCC3=O)Nc3c2c(=O)oc2ccccc32)cc1,CS(C)=O,366.0,441.0,,0.83,4.184691431,,,,,357.40786,DOI: 10.1039/c6ra05996a
3377,3378,COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,CCCCCC,343.0,346.0,0.37,0.16,,,,52.1,39.6,263.29522,DOI: 10.1039/c5cp02762d
3378,3379,COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,CCCCCCC,344.0,347.0,0.38,0.16,,,,,,263.29522,DOI: 10.1039/c5cp02762d
3379,3380,COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,C1COCCO1,326.0,400.0,1.09,0.16,,,,,,263.29522,DOI: 10.1039/c5cp02762d
3380,3381,COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,ClC(Cl)Cl,329.0,404.0,0.89,0.18,,,,57.8,74.4,263.29522,DOI: 10.1039/c5cp02762d
3381,3382,COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,CCOC(C)=O,326.0,408.0,1.0,0.13,,,,,,263.29522,DOI: 10.1039/c5cp02762d
3382,3383,COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,ClCCl,331.0,417.0,1.25,0.22,,,,,,263.29522,DOI: 10.1039/c5cp02762d
3383,3384,COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,CCCO,329.0,425.0,0.95,0.13,,,,,,263.29522,DOI: 10.1039/c5cp02762d
3384,3385,COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,CC#N,325.0,451.0,2.03,0.13,,,,58.4,115.7,263.29522,DOI: 10.1039/c5cp02762d
3385,3386,COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,CS(C)=O,334.0,462.0,2.51,0.21,,,,,,263.29522,DOI: 10.1039/c5cp02762d
3386,3387,COc1ccc(C#Cc2ccc(C#N)cc2)cc1,CCCCCC,331.0,336.0,0.34,0.15,,,,,,233.26934,DOI: 10.1039/c5cp02762d
3387,3388,COc1ccc(C#Cc2ccc(C#N)cc2)cc1,CCCCCCC,332.0,337.0,0.35,0.17,,,,,,233.26934,DOI: 10.1039/c5cp02762d
3388,3389,COc1ccc(C#Cc2ccc(C#N)cc2)cc1,C1COCCO1,330.0,369.0,0.33,0.1,,,,,,233.26934,DOI: 10.1039/c5cp02762d
3389,3390,COc1ccc(C#Cc2ccc(C#N)cc2)cc1,ClC(Cl)Cl,332.0,374.0,0.38,0.13,,,,,,233.26934,DOI: 10.1039/c5cp02762d
3390,3391,COc1ccc(C#Cc2ccc(C#N)cc2)cc1,CCOC(C)=O,328.0,377.0,0.38,0.08,,,,,,233.26934,DOI: 10.1039/c5cp02762d
3391,3392,COc1ccc(C#Cc2ccc(C#N)cc2)cc1,ClCCl,330.0,386.0,0.46,0.12,,,,,,233.26934,DOI: 10.1039/c5cp02762d
3392,3393,COc1ccc(C#Cc2ccc(C#N)cc2)cc1,CCCO,328.0,395.0,0.6,0.13,,,,,,233.26934,DOI: 10.1039/c5cp02762d
3393,3394,COc1ccc(C#Cc2ccc(C#N)cc2)cc1,CC#N,324.0,411.0,0.76,0.09,,,,,,233.26934,DOI: 10.1039/c5cp02762d
3394,3395,COc1ccc(C#Cc2ccc(C#N)cc2)cc1,CS(C)=O,329.0,418.0,1.1,0.15,,,,,,233.26934,DOI: 10.1039/c5cp02762d
3395,3396,CCCCC(CC)COC(=O)/C=C/c1c(OC)ccc(OC)c1OC,CO,325.0,405.0,0.013,0.08,4.130333768,,,,,350.4532,DOI: 10.1039/b909695g
3396,3397,CCCCC(CC)COC(=O)/C=C/c1c(OC)ccc(OC)c1OC,CCCCCC,320.0,359.0,0.01,0.09,3.908485019,,,,,350.4532,DOI: 10.1039/b909695g
3397,3398,CCCCC(CC)COC(=O)/C=C\c1c(OC)ccc(OC)c1OC,CO,313.0,409.0,0.005,0.07,3.875061263,,,,,350.4532,DOI: 10.1039/b909695g
3398,3399,CCCCC(CC)COC(=O)/C=C\c1c(OC)ccc(OC)c1OC,CCCCCC,308.0,361.0,0.003,0.08,3.77815125,,,,,350.4532,DOI: 10.1039/b909695g
3403,3404,CCCCC(CC)COC(=O)/C=C/c1ccc(OC)c(OC)c1OC,CO,309.0,462.0,0.0006,0.01,4.392696953,,,,,350.4532,DOI: 10.1039/b909695g
3404,3405,CCCCC(CC)COC(=O)/C=C/c1ccc(OC)c(OC)c1OC,CCCCCC,290.0,351.0,0.0009,,4.271841607,,,,,350.4532,DOI: 10.1039/b909695g
3405,3406,CCCCC(CC)COC(=O)/C=C\c1ccc(OC)c(OC)c1OC,CO,303.0,468.0,0.0002,0.01,4.149219113,,,,,350.4532,DOI: 10.1039/b909695g
3406,3407,CCCCC(CC)COC(=O)/C=C\c1ccc(OC)c(OC)c1OC,CCCCCC,329.0,354.0,0.0003,,4.025305865,,,,,350.4532,DOI: 10.1039/b909695g
3411,3412,CCCCC(CC)COC(=O)/C=C/c1ccccc1OC,CO,320.0,463.0,0.0009,0.01,4.298853076,,,,,290.40144,DOI: 10.1039/b909695g
3412,3413,CCCCC(CC)COC(=O)/C=C/c1ccccc1OC,CCCCCC,312.0,358.0,0.001,,4.261262869,,,,,290.40144,DOI: 10.1039/b909695g
3413,3414,CCCCC(CC)COC(=O)/C=C\c1ccccc1OC,CO,305.0,458.0,0.0003,0.01,4.029383778,,,,,290.40144,DOI: 10.1039/b909695g
3414,3415,CCCCC(CC)COC(=O)/C=C\c1ccccc1OC,CCCCCC,298.0,340.0,0.0004,,3.968482949,,,,,290.40144,DOI: 10.1039/b909695g
3415,3416,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCCCC,508.0,532.0,,0.55,,,,,78.1,318.37492,DOI: 10.1021/acs.joc.5b01987
3416,3417,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,Cc1ccccc1,524.0,572.0,,0.84,,,,,82.5,318.37492,DOI: 10.1021/acs.joc.5b01987
3417,3418,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,C1COCCO1,519.0,582.0,4.5,0.86,,,,,,318.37492,DOI: 10.1021/acs.joc.5b01987
3418,3419,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCOC(C)=O,524.0,594.0,4.53,0.88,,,,,77.4,318.37492,DOI: 10.1021/acs.joc.5b01987
3419,3420,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,ClCCl,539.0,608.0,4.48,0.88,,,,,75.7,318.37492,DOI: 10.1021/acs.joc.5b01987
3420,3421,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CC(C)=O,533.0,614.0,4.66,0.88,,,,,,318.37492,DOI: 10.1021/acs.joc.5b01987
3421,3422,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CS(C)=O,552.0,635.0,,0.8,,,,,,318.37492,DOI: 10.1021/acs.joc.5b01987
3422,3423,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CC#N,535.0,620.0,4.7,0.85,,,,,70.6,318.37492,DOI: 10.1021/acs.joc.5b01987
3423,3424,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCO,549.0,638.0,3.65,0.62,,,,88.6,72.3,318.37492,DOI: 10.1021/acs.joc.5b01987
3424,3425,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CO,553.0,643.0,2.8,0.46,,,,,69.9,318.37492,DOI: 10.1021/acs.joc.5b01987
3425,3426,O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CCCCCC,466.0,520.0,,0.94,,,,,68.9,479.66578,DOI: 10.1021/acs.joc.5b01987
3426,3427,O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,Cc1ccccc1,478.0,554.0,,0.96,,,,,77.4,479.66578,DOI: 10.1021/acs.joc.5b01987
3427,3428,O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,C1COCCO1,476.0,557.0,,0.96,,,,,,479.66578,DOI: 10.1021/acs.joc.5b01987
3428,3429,O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CCOC(C)=O,475.0,562.0,,0.94,,,,,74.4,479.66578,DOI: 10.1021/acs.joc.5b01987
3429,3430,O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,ClCCl,489.0,597.0,,0.93,,,,,86.6,479.66578,DOI: 10.1021/acs.joc.5b01987
3430,3431,O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CC(C)=O,477.0,581.0,,0.95,,,,,,479.66578,DOI: 10.1021/acs.joc.5b01987
3431,3432,O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CS(C)=O,490.0,601.0,,0.91,,,,,,479.66578,DOI: 10.1021/acs.joc.5b01987
3432,3433,O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CC#N,482.0,596.0,,0.93,,,,,80.5,479.66578,DOI: 10.1021/acs.joc.5b01987
3433,3434,O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CCO,480.0,635.0,,0.64,,,,81.8,98.5,479.66578,DOI: 10.1021/acs.joc.5b01987
3434,3435,O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CO,480.0,643.0,,0.5,,,,,99.8,479.66578,DOI: 10.1021/acs.joc.5b01987
3435,3436,O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CCCCCC,498.0,557.0,,0.93,,,,,47.5,424.54232,DOI: 10.1021/acs.joc.5b01987
3436,3437,O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,Cc1ccccc1,516.0,582.0,,0.94,,,,,44.1,424.54232,DOI: 10.1021/acs.joc.5b01987
3437,3438,O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,C1COCCO1,512.0,585.0,,0.92,,,,,,424.54232,DOI: 10.1021/acs.joc.5b01987
3438,3439,O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CCOC(C)=O,514.0,587.0,,0.93,,,,,44.5,424.54232,DOI: 10.1021/acs.joc.5b01987
3439,3440,O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,ClCCl,534.0,602.0,,0.91,,,,,40.4,424.54232,DOI: 10.1021/acs.joc.5b01987
3440,3441,O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CC(C)=O,521.0,598.0,,0.9,,,,,,424.54232,DOI: 10.1021/acs.joc.5b01987
3441,3442,O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CS(C)=O,535.0,609.0,,0.75,,,,,,424.54232,DOI: 10.1021/acs.joc.5b01987
3442,3443,O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CC#N,525.0,602.0,,0.88,,,,,42.8,424.54232,DOI: 10.1021/acs.joc.5b01987
3443,3444,O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CCO,522.0,609.0,,0.87,,,,110.0,44.1,424.54232,DOI: 10.1021/acs.joc.5b01987
3444,3445,O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CO,523.0,613.0,,0.83,,,,,44.5,424.54232,DOI: 10.1021/acs.joc.5b01987
3445,3446,CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,CCCCCCC,357.0,393.0,,0.26,,,,,43.5,281.3101,http://dx.doi.org/10.1021/jz3002019
3446,3447,CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,Cc1ccccc1,367.0,442.0,1.46,0.57,,,,,58.9,281.3101,http://dx.doi.org/10.1021/jz3002019
3447,3448,CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,C1COCCO1,362.0,457.0,,0.56,,,,,,281.3101,http://dx.doi.org/10.1021/jz3002019
3448,3449,CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,C1CCOC1,365.0,490.0,2.31,0.57,,,,79.4,79.6,281.3101,http://dx.doi.org/10.1021/jz3002019
3449,3450,CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,ClCCl,373.0,503.0,,0.64,,,,,,281.3101,http://dx.doi.org/10.1021/jz3002019
3450,3451,CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,CS(C)=O,380.0,567.0,1.87,0.2,,,,,130.6,281.3101,http://dx.doi.org/10.1021/jz3002019
3451,3452,CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,CC#N,366.0,559.0,,0.16,,,,,,281.3101,http://dx.doi.org/10.1021/jz3002019
3453,3454,COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,CCCCCCC,348.0,388.0,,0.022,,,,,46.2,295.33698,http://dx.doi.org/10.1021/jz3002019
3454,3455,COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,Cc1ccccc1,361.0,432.0,0.91,0.46,,,,,58.9,295.33698,http://dx.doi.org/10.1021/jz3002019
3455,3456,COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,C1COCCO1,360.0,451.0,,0.58,,,,,,295.33698,http://dx.doi.org/10.1021/jz3002019
3456,3457,COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,C1CCOC1,362.0,470.0,2.02,0.62,,,,73.5,69.9,295.33698,http://dx.doi.org/10.1021/jz3002019
3457,3458,COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,ClCCl,368.0,488.0,,0.59,,,,,,295.33698,http://dx.doi.org/10.1021/jz3002019
3458,3459,COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,CS(C)=O,375.0,545.0,2.36,0.2,,,,,106.7,295.33698,http://dx.doi.org/10.1021/jz3002019
3459,3460,COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,CC#N,363.0,530.0,,0.16,,,,,,295.33698,http://dx.doi.org/10.1021/jz3002019
3461,3462,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CCCCCCC,343.0,391.0,,0.019,,,,,44.9,227.30598,http://dx.doi.org/10.1021/jz3002019
3462,3463,CCC(=O)c1ccc2cc(N(C)C)ccc2c1,C1COCCO1,348.0,426.0,,0.61,,,,,,227.30598,http://dx.doi.org/10.1021/jz3002019
3465,3466,Nc1cc[nH]c(=S)n1,CCOC(C)=O,286.0,,,,4.227115083,,,,,127.1707,DOI: 10.1021/acs.jpcb.7b02715
3466,3467,Nc1cc[nH]c(=S)n1,CC#N,283.0,,,,4.222716471,,,,,127.1707,DOI: 10.1021/acs.jpcb.7b02715
3467,3468,Nc1cc[nH]c(=S)n1,CS(C)=O,285.0,,,,4.255995727,,,,,127.1707,DOI: 10.1021/acs.jpcb.7b02715
3468,3469,Nc1cc[nH]c(=S)n1,CCO,280.0,,,,4.252853031,,,,,127.1707,DOI: 10.1021/acs.jpcb.7b02715
3469,3470,Nc1cc[nH]c(=S)n1,CO,278.0,,,,4.249687428,,,,,127.1707,DOI: 10.1021/acs.jpcb.7b02715
3470,3471,Nc1cc[nH]c(=S)n1,O,269.0,,,,4.254064453,,,,,127.1707,DOI: 10.1021/acs.jpcb.7b02715
3471,3472,CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,CCO,395.0,559.0,,0.092,3.924795996,,,,162.0,388.46556,DOI: 10.1039/c6ra02814d
3472,3473,CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,CS(C)=O,400.0,548.0,,0.29,4.059941888,,,,128.5,388.46556,DOI: 10.1039/c6ra02814d
3473,3474,CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,CO,389.0,561.0,,0.035,4.90834023,,,,145.1,388.46556,DOI: 10.1039/c6ra02814d
3474,3475,CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,CN(C)C=O,385.0,540.0,,0.33,3.981818607,,,,131.5,388.46556,DOI: 10.1039/c6ra02814d
3475,3476,CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,ClC(Cl)Cl,383.0,532.0,,0.44,3.961800639,,,,132.6,388.46556,DOI: 10.1039/c6ra02814d
3476,3477,CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,ClCCl,387.0,530.0,,0.4,3.892651034,,,,128.7,388.46556,DOI: 10.1039/c6ra02814d
3477,3478,CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,CC#N,379.0,542.0,,0.3,3.962984584,,,,131.8,388.46556,DOI: 10.1039/c6ra02814d
3478,3479,CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,C1COCCO1,373.0,490.0,,0.43,4.073351702,,,,82.5,388.46556,DOI: 10.1039/c6ra02814d
3479,3480,CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,C1CCOC1,374.0,497.0,,0.34,3.935204867,,,,112.2,388.46556,DOI: 10.1039/c6ra02814d
3481,3482,CC1(C)c2cc(C#N)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,C1CCCCC1,395.0,433.0,1.89,0.044,,,2840.5,,,400.4798,DOI: 10.1039/c9cp00796b
3482,3483,CC1(C)c2cc(C#N)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,Cc1ccccc1,390.0,487.0,4.94,0.089,,,3515.7,,,400.4798,DOI: 10.1039/c9cp00796b
3483,3484,CC1(C)c2cc(C#N)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,ClC(Cl)Cl,389.0,530.0,11.58,0.11,,,3539.0,,,400.4798,DOI: 10.1039/c9cp00796b
3484,3485,CC1(C)c2cc(C#N)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,C1CCOC1,380.0,550.0,9.74,0.08,,,4097.8,,,400.4798,DOI: 10.1039/c9cp00796b
3485,3486,CC1(C)c2cc(C#N)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,CC#N,375.0,620.0,1.23,0.001,,,4377.2,,,400.4798,DOI: 10.1039/c9cp00796b
3486,3487,C(=C/c1ccc(-c2ccncc2)cc1)\c1ccc(-c2ccncc2)cc1,ClCCl,345.0,387.0,0.85,0.97,,,,,56.4,334.42092,DOI: 10.1002/ajoc.201402024
3487,3488,N#C/C(=C(/C#N)c1ccc(-c2ccncc2)cc1)c1ccc(-c2ccncc2)cc1,ClCCl,343.0,444.0,0.1,0.002,,,,,67.9,384.44104,DOI: 10.1002/ajoc.201402024
3488,3489,N#C/C(=C\c1ccc(-c2ccncc2)cc1)c1ccc(-c2ccncc2)cc1,ClCCl,356.0,460.0,0.1,0.002,,,,,121.3,359.43098,DOI: 10.1002/ajoc.201402024
3489,3490,CCn1c2ccccc2c2cc(/C=C/C(=O)c3ccc4c(c3)c3cc(C(=O)/C=C/c5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,C1CCCCC1,372.0,430.0,,,,,,,53.7,689.85666,DOI 10.1002/bio.2400
3491,3492,CCn1c2ccccc2c2cc(/C=C/C(=O)c3ccc4c(c3)c3cc(C(=O)/C=C/c5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,CCOCC,378.0,475.0,,,,,,,,689.85666,DOI 10.1002/bio.2400
3492,3493,CCn1c2ccccc2c2cc(/C=C/C(=O)c3ccc4c(c3)c3cc(C(=O)/C=C/c5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,C1CCOC1,385.0,474.0,,,,,,,,689.85666,DOI 10.1002/bio.2400
3493,3494,CCn1c2ccccc2c2cc(/C=C/C(=O)c3ccc4c(c3)c3cc(C(=O)/C=C/c5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,ClC(Cl)Cl,391.0,475.0,,,,,,,65.9,689.85666,DOI 10.1002/bio.2400
3494,3495,CCn1c2ccccc2c2cc(/C=C/C(=O)c3ccc4c(c3)c3cc(C(=O)/C=C/c5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,CC(C)=O,382.0,476.0,,,,,,,68.6,689.85666,DOI 10.1002/bio.2400
3495,3496,CCn1c2ccccc2c2cc(/C=C/C(=O)c3ccc4c(c3)c3cc(C(=O)/C=C/c5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,CN(C)C=O,390.0,487.0,,,,,,,70.3,689.85666,DOI 10.1002/bio.2400
3496,3497,CCn1c2ccccc2c2cc(/C=C/C(=O)c3ccc4c(c3)c3cc(C(=O)/C=C/c5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,CS(C)=O,395.0,493.0,,,,,,,,689.85666,DOI 10.1002/bio.2400
3497,3498,CCn1c2ccccc2c2cc(/C=C/C(=O)c3ccc4c(c3)c3cc(C(=O)/C=C/c5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,CC#N,382.0,491.0,,,,,,,73.9,689.85666,DOI 10.1002/bio.2400
3498,3499,CCn1c2ccccc2c2cc(/C=C/C(=O)c3ccc4c(c3)c3cc(C(=O)/C=C/c5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,CCO,395.0,521.0,,,,,,,77.3,689.85666,DOI 10.1002/bio.2400
3499,3500,CCn1c2ccccc2c2cc(/C=C/C(=O)c3ccc4c(c3)c3cc(C(=O)/C=C/c5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,CO,398.0,542.0,,,,,,,84.3,689.85666,DOI 10.1002/bio.2400
3500,3501,O=[N+]([O-])c1ccc(/C=C/c2c[nH]c3ccccc23)cc1,CCCCCCC,393.0,511.0,,0.051,,,,,,264.28328,DOI: 10.1002/poc.1222
3501,3502,O=[N+]([O-])c1ccc(/C=C/c2c[nH]c3ccccc23)cc1,CO,413.0,567.0,,0.003,,,,,,264.28328,DOI: 10.1002/poc.1222
3502,3503,O=[N+]([O-])c1ccc(/C=C/c2c[nH]c3ccccc23)cc1,CC#N,410.0,642.0,,0.009,,,,,,264.28328,DOI: 10.1002/poc.1222
3503,3504,O=[N+]([O-])c1ccc(/C=C/c2c[nH]c3ccccc23)cc1,O,418.0,552.0,,0.024,,,,,,264.28328,DOI: 10.1002/poc.1222
3504,3505,CC(=O)n1cc(/C=C/c2ccc([N+](=O)[O-])cc2)c2ccccc21,CCCCCCC,363.0,408.0,,0.008,,,,,,306.32016,DOI: 10.1002/poc.1222
3505,3506,CC(=O)n1cc(/C=C/c2ccc([N+](=O)[O-])cc2)c2ccccc21,CO,374.0,424.0,,0.002,,,,,,306.32016,DOI: 10.1002/poc.1222
3506,3507,CC(=O)n1cc(/C=C/c2ccc([N+](=O)[O-])cc2)c2ccccc21,CC#N,377.0,428.0,,0.045,,,,,,306.32016,DOI: 10.1002/poc.1222
3507,3508,CC(=O)n1cc(/C=C/c2ccc([N+](=O)[O-])cc2)c2ccccc21,O,381.0,537.0,,0.003,,,,,,306.32016,DOI: 10.1002/poc.1222
3508,3509,O=[N+]([O-])c1ccc(/C=C/c2cn(S(=O)(=O)c3ccccc3)c3ccccc23)cc1,CCCCCCC,357.0,403.0,,0.004,,,,,,404.44504,DOI: 10.1002/poc.1222
3509,3510,O=[N+]([O-])c1ccc(/C=C/c2cn(S(=O)(=O)c3ccccc3)c3ccccc23)cc1,CO,367.0,417.0,,0.002,,,,,,404.44504,DOI: 10.1002/poc.1222
3510,3511,O=[N+]([O-])c1ccc(/C=C/c2cn(S(=O)(=O)c3ccccc3)c3ccccc23)cc1,CC#N,369.0,593.0,,0.066,,,,,,404.44504,DOI: 10.1002/poc.1222
3511,3512,O=[N+]([O-])c1ccc(/C=C/c2cn(S(=O)(=O)c3ccccc3)c3ccccc23)cc1,O,378.0,540.0,,0.003,,,,,,404.44504,DOI: 10.1002/poc.1222
3512,3513,NNC(=O)c1ccc(/C=C/c2ccc(C(=O)NN)cc2)cc1,CN(C)C=O,333.0,395.0,,0.2,,,,51.8,62.3,296.32904,doi: 10.1111/cote.12258
3513,3514,S=c1[nH]nc(-c2ccc(/C=C/c3ccc(-c4n[nH]c(=S)o4)cc3)cc2)o1,CN(C)C=O,334.0,401.0,,0.33,,,,,62.4,380.45128,doi: 10.1111/cote.12258
